sample,sequence,sequence_labels_csv
all_clicking_ENSG00000168515,ENSG00000168515,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000178084,ENSG00000178084,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000179532,ENSG00000179532,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000188585,ENSG00000188585,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000197953,ENSG00000197953,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000211801,ENSG00000211801,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000256188,ENSG00000256188,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000256394,ENSG00000256394,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000275688,ENSG00000275688,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000275718,ENSG00000275718,resources/sample_labels/all_clicking_labels.csv
laryngeal_echo_ENSG00000010318,ENSG00000010318,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000071677,ENSG00000071677,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000076258,ENSG00000076258,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000099840,ENSG00000099840,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000099960,ENSG00000099960,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000104918,ENSG00000104918,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000105717,ENSG00000105717,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000105954,ENSG00000105954,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000106178,ENSG00000106178,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000110079,ENSG00000110079,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000111796,ENSG00000111796,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000114124,ENSG00000114124,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000120500,ENSG00000120500,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000125734,ENSG00000125734,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000131096,ENSG00000131096,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000131233,ENSG00000131233,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000137634,ENSG00000137634,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143257,ENSG00000143257,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143297,ENSG00000143297,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143793,ENSG00000143793,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000145626,ENSG00000145626,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000154263,ENSG00000154263,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000156413,ENSG00000156413,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000157368,ENSG00000157368,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000157870,ENSG00000157870,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000163467,ENSG00000163467,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000168158,ENSG00000168158,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000169488,ENSG00000169488,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000172803,ENSG00000172803,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180264,ENSG00000180264,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180697,ENSG00000180697,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180708,ENSG00000180708,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000182700,ENSG00000182700,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000186453,ENSG00000186453,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000188770,ENSG00000188770,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000188958,ENSG00000188958,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000189190,ENSG00000189190,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000204604,ENSG00000204604,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000205838,ENSG00000205838,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000221994,ENSG00000221994,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000228727,ENSG00000228727,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000229937,ENSG00000229937,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000233041,ENSG00000233041,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000238083,ENSG00000238083,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000244624,ENSG00000244624,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000250673,ENSG00000250673,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000253309,ENSG00000253309,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000257108,ENSG00000257108,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000259224,ENSG00000259224,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000278023,ENSG00000278023,resources/sample_labels/laryngeal_echo_labels.csv
all_echo_ENSG00000010318,ENSG00000010318,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000106178,ENSG00000106178,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000110079,ENSG00000110079,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000120500,ENSG00000120500,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000172803,ENSG00000172803,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000175820,ENSG00000175820,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000183549,ENSG00000183549,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000187942,ENSG00000187942,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000188770,ENSG00000188770,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000197416,ENSG00000197416,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000228727,ENSG00000228727,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000229937,ENSG00000229937,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000244624,ENSG00000244624,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000253309,ENSG00000253309,resources/sample_labels/all_echo_labels.csv
